Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
41,Which genes are affected in ROMANO-WARD syndrome?,TMC64,0.9593329728375404,0.7454545454545454,0.99696547093378,0.6
41,Which genes are affected in ROMANO-WARD syndrome?,ContextCite100,0.9937022783239334,0.9636363636363635,0.9832421638794474,0.8666666666666666
41,Which genes are affected in ROMANO-WARD syndrome?,WSS100,0.9934992207527639,0.9878787878787878,0.9862766929456674,0.9555555555555554
41,Which genes are affected in ROMANO-WARD syndrome?,BetaShap (U)100,0.04772922156746849,0.18787878787878787,0.5493385033241471,0.06666666666666667
41,Which genes are affected in ROMANO-WARD syndrome?,TMC100,0.9768415884499323,0.7939393939393938,0.99696547093378,0.6444444444444444
41,Which genes are affected in ROMANO-WARD syndrome?,LOO,0.8890018431491272,0.9515151515151514,0.99696547093378,0.8666666666666666
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,ContextCite32,0.9967165453166091,0.9272727272727272,1.0,0.8222222222222221
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,WSS32,0.9967253158201488,0.9272727272727272,1.0,0.8222222222222221
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,BetaShap (U)32,0.9263942396652091,0.5878787878787878,0.9728279779553386,0.4666666666666666
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,TMC32,0.9689993024591851,0.7212121212121211,1.0,0.6
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,ContextCite64,0.9967081571798315,0.8909090909090909,0.9679278273885318,0.7333333333333333
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,WSS64,0.9968271378233122,0.9272727272727272,0.9679278273885318,0.8222222222222221
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,BetaShap (U)64,0.9500283944900609,0.6969696969696969,1.0,0.5111111111111111
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,TMC64,0.9938196736537896,0.7818181818181817,1.0,0.6
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,ContextCite100,0.9975940950569723,0.8666666666666665,1.0,0.6888888888888888
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,WSS100,0.9974179836200399,0.9151515151515152,1.0,0.8222222222222221
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,BetaShap (U)100,0.9655552088190528,0.7939393939393938,0.9718432704807264,0.6444444444444444
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,TMC100,0.9963777901378966,0.8424242424242423,1.0,0.6444444444444444
42,How does PRDM9 recognize the specific DNA motifs for meiotic recombination?,LOO,0.9917456542397972,0.6363636363636362,0.9679278273885318,0.4666666666666666
43,Can clonidine be used to reduce agitation in children.,ContextCite32,0.9777913067841749,0.9393939393939393,0.9538138141650119,0.8222222222222221
43,Can clonidine be used to reduce agitation in children.,WSS32,0.9790097930852952,0.9393939393939393,0.9538138141650119,0.8222222222222221
43,Can clonidine be used to reduce agitation in children.,BetaShap (U)32,0.6545808561938327,0.43030303030303024,0.8805149463516325,0.28888888888888886
43,Can clonidine be used to reduce agitation in children.,TMC32,0.7106362497833486,0.4424242424242424,0.905553625803979,0.37777777777777777
43,Can clonidine be used to reduce agitation in children.,ContextCite64,0.9561243467802736,0.9151515151515152,0.9960656171736137,0.7777777777777777
43,Can clonidine be used to reduce agitation in children.,WSS64,0.9212344711235836,0.9151515151515152,0.9960656171736137,0.7777777777777777
43,Can clonidine be used to reduce agitation in children.,BetaShap (U)64,0.06132583130839712,0.13939393939393938,0.44238554416197334,0.06666666666666667
43,Can clonidine be used to reduce agitation in children.,TMC64,0.7381638683290868,0.5515151515151515,0.8412749545904633,0.4222222222222222
43,Can clonidine be used to reduce agitation in children.,ContextCite100,0.9606249755684345,0.9272727272727272,0.9538138141650119,0.8222222222222221
43,Can clonidine be used to reduce agitation in children.,WSS100,0.9238707098322055,0.8909090909090909,0.9960656171736137,0.7777777777777777
43,Can clonidine be used to reduce agitation in children.,BetaShap (U)100,0.26872370805464457,0.5151515151515151,0.6108337904909769,0.3333333333333333
43,Can clonidine be used to reduce agitation in children.,TMC100,0.8594825885930943,0.8424242424242423,0.929139875587103,0.6888888888888888
43,Can clonidine be used to reduce agitation in children.,LOO,0.8916867362625269,0.7212121212121211,0.929139875587103,0.5111111111111111
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,ContextCite32,0.8729221925300763,0.8666666666666665,0.9474655773621256,0.6888888888888888
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,WSS32,0.8711980290314196,0.8666666666666665,0.9474655773621256,0.6888888888888888
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,BetaShap (U)32,0.7341336993851357,0.709090909090909,0.9261012272843572,0.5555555555555555
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,TMC32,0.8358255815008228,0.7333333333333332,0.9648790119022402,0.6
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,ContextCite64,0.9699418977497279,0.8787878787878788,1.0000000000000002,0.7777777777777777
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,WSS64,0.96028333683672,0.8666666666666665,1.0000000000000002,0.7777777777777777
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,BetaShap (U)64,0.8363337134076985,0.8181818181818182,0.9474655773621256,0.6444444444444444
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,TMC64,0.9359391294056625,0.8787878787878788,0.9648790119022402,0.7333333333333333
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,ContextCite100,0.962840371987084,0.9030303030303028,0.9658368666692477,0.7777777777777777
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,WSS100,0.9412501133381499,0.8787878787878788,0.9658368666692477,0.7333333333333333
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,BetaShap (U)100,0.7945138699495304,0.7818181818181817,0.8607680213934984,0.6
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,TMC100,0.9245907586982082,0.7818181818181817,0.9559330706457917,0.5555555555555555
44,What is evaluated with the Hydrocephalus Outcome Questionnaire?,LOO,0.7547291052028091,0.8303030303030302,0.9658368666692477,0.6888888888888888
45,Which is the most prevalent form of arrhythmia worldwide?,ContextCite32,0.8605655671853729,0.5757575757575757,0.6852071843580115,0.4666666666666666
45,Which is the most prevalent form of arrhythmia worldwide?,WSS32,0.8595603796410308,0.5757575757575757,0.6852071843580115,0.4666666666666666
45,Which is the most prevalent form of arrhythmia worldwide?,BetaShap (U)32,0.36140504263179674,0.43030303030303024,0.49902389054128843,0.28888888888888886
45,Which is the most prevalent form of arrhythmia worldwide?,TMC32,0.8535249992577219,0.7454545454545454,0.9483588000898336,0.6
45,Which is the most prevalent form of arrhythmia worldwide?,ContextCite64,0.9394793664552527,0.7333333333333332,0.8088417406685424,0.6
45,Which is the most prevalent form of arrhythmia worldwide?,WSS64,0.9414874417883654,0.6848484848484848,0.8088417406685424,0.6
45,Which is the most prevalent form of arrhythmia worldwide?,BetaShap (U)64,0.550727084722707,0.7454545454545454,0.9159650472110369,0.5555555555555555
45,Which is the most prevalent form of arrhythmia worldwide?,TMC64,0.9355535111431249,0.8424242424242423,0.9403441147878449,0.7333333333333333
45,Which is the most prevalent form of arrhythmia worldwide?,ContextCite100,0.9763773363222159,0.8424242424242423,0.9483588000898336,0.7333333333333333
45,Which is the most prevalent form of arrhythmia worldwide?,WSS100,0.9757180156938214,0.8424242424242423,0.9483588000898336,0.7333333333333333
45,Which is the most prevalent form of arrhythmia worldwide?,BetaShap (U)100,0.5724043646122775,0.6242424242424242,0.7881056713757808,0.4222222222222222
45,Which is the most prevalent form of arrhythmia worldwide?,TMC100,0.954387601131651,0.8181818181818182,0.9403441147878449,0.6888888888888888
45,Which is the most prevalent form of arrhythmia worldwide?,LOO,0.5711928303426456,0.5878787878787878,0.641694765789241,0.4222222222222222
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,ContextCite32,0.8781811599933722,0.6969696969696969,0.9486223634443415,0.5111111111111111
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,WSS32,0.88198382866335,0.6969696969696969,0.9486223634443415,0.5111111111111111
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,BetaShap (U)32,0.5960605457986398,0.5030303030303029,0.44933165192701485,0.4222222222222222
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,TMC32,0.6995154657894217,0.6848484848484848,0.8449426368459956,0.5111111111111111
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,ContextCite64,0.9572916341535209,0.9272727272727272,0.9726479736458465,0.8222222222222221
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,WSS64,0.9518654390381686,0.9393939393939393,0.9726479736458465,0.8666666666666666
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,BetaShap (U)64,0.5965989181700561,0.5515151515151515,0.46862604083056925,0.4666666666666666
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,TMC64,0.8113945192203889,0.8787878787878788,0.859531443989838,0.7333333333333333
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,ContextCite100,0.9781116533661002,0.9515151515151514,0.9726479736458465,0.8666666666666666
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,WSS100,0.9820741082743262,0.9878787878787878,0.9726479736458465,0.9555555555555554
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,BetaShap (U)100,0.5324314697619993,0.6242424242424242,0.48968673273854896,0.4666666666666666
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,TMC100,0.8903572050412473,0.9393939393939393,0.8449426368459956,0.8222222222222221
46,What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,LOO,0.751031309129311,0.5636363636363636,0.921578375762965,0.4222222222222222
47,What organ is associated with a Gleason pattern or Gleason Score?,ContextCite32,0.9078419535967884,0.9151515151515152,0.8770433151067583,0.7777777777777777
47,What organ is associated with a Gleason pattern or Gleason Score?,WSS32,0.9076080503335819,0.9151515151515152,0.8770433151067583,0.7777777777777777
47,What organ is associated with a Gleason pattern or Gleason Score?,BetaShap (U)32,0.04306082489032774,0.23636363636363633,0.4682372741581569,0.15555555555555553
47,What organ is associated with a Gleason pattern or Gleason Score?,TMC32,0.409367008738134,0.33333333333333326,0.6239285335736083,0.28888888888888886
47,What organ is associated with a Gleason pattern or Gleason Score?,ContextCite64,0.9519900671012423,0.9361745372672995,0.9382446177409456,0.8090398349558905
47,What organ is associated with a Gleason pattern or Gleason Score?,WSS64,0.9548093941173017,0.9393939393939393,0.9382446177409456,0.8222222222222221
47,What organ is associated with a Gleason pattern or Gleason Score?,BetaShap (U)64,0.3149086165834568,0.33333333333333326,0.7801521331475381,0.24444444444444444
47,What organ is associated with a Gleason pattern or Gleason Score?,TMC64,0.8125455900602749,0.7818181818181817,0.8435055391635411,0.6
47,What organ is associated with a Gleason pattern or Gleason Score?,ContextCite100,0.9836953158661564,0.9848069807617047,0.9877481490209794,0.9438798074485389
47,What organ is associated with a Gleason pattern or Gleason Score?,WSS100,0.9863185391168205,0.9999999999999999,1.0,0.9999999999999999
47,What organ is associated with a Gleason pattern or Gleason Score?,BetaShap (U)100,0.4523815025863248,0.406060606060606,0.948144094984465,0.24444444444444444
47,What organ is associated with a Gleason pattern or Gleason Score?,TMC100,0.8820324119278375,0.9030303030303028,0.9850324969082807,0.7333333333333333
47,What organ is associated with a Gleason pattern or Gleason Score?,LOO,0.7677311275773894,0.7575757575757575,0.8176799347259788,0.6
48,What is the treatment of choice  for gastric lymphoma?,ContextCite32,0.9800435658664504,0.8424242424242423,1.0000000000000002,0.7333333333333333
48,What is the treatment of choice  for gastric lymphoma?,WSS32,0.979986351693975,0.8424242424242423,1.0000000000000002,0.7333333333333333
48,What is the treatment of choice  for gastric lymphoma?,BetaShap (U)32,0.8984800907543283,0.8424242424242423,0.9955401659635462,0.6888888888888888
48,What is the treatment of choice  for gastric lymphoma?,TMC32,0.9278609688290838,0.9151515151515152,0.9955401659635462,0.7777777777777777
48,What is the treatment of choice  for gastric lymphoma?,ContextCite64,0.9865301521596586,0.8545454545454544,1.0000000000000002,0.7333333333333333
48,What is the treatment of choice  for gastric lymphoma?,WSS64,0.9864414512146242,0.8545454545454544,1.0000000000000002,0.7333333333333333
48,What is the treatment of choice  for gastric lymphoma?,BetaShap (U)64,0.9301457335289395,0.8666666666666665,0.9955401659635462,0.6888888888888888
48,What is the treatment of choice  for gastric lymphoma?,TMC64,0.9906548141312458,0.9636363636363635,1.0000000000000002,0.911111111111111
48,What is the treatment of choice  for gastric lymphoma?,ContextCite100,0.9950827292272019,0.9636363636363635,0.9955401659635462,0.8666666666666666
48,What is the treatment of choice  for gastric lymphoma?,WSS100,0.9919317060449259,0.9393939393939393,0.9955401659635462,0.8222222222222221
48,What is the treatment of choice  for gastric lymphoma?,BetaShap (U)100,0.9074939089216744,0.8666666666666665,0.9955401659635462,0.6888888888888888
